index1,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences_p,g1_p,g2_p,g3_p,absences_m,g1_m,g2_m,g3_m
278,GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,no,5,2,2,1,1,2,2.0,9.0,12.0,13.0,4.0,12.0,12.0,13.0
279,GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12.0,7.0,8.0,5.0,16.0,6.0,8.0,8.0
280,GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,3,3,1,3,5,8.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0
281,GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0.0,11.0,12.0,11.0,0.0,0.0,0.0,0.0
282,GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,0,no,no,no,no,no,yes,no,4,4,5,2,4,5,8.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0
283,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,1,yes,yes,no,no,yes,yes,no,5,3,3,1,3,2,4.0,9.0,11.0,10.0,0.0,0.0,0.0,0.0
284,GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,2,no,no,no,no,no,yes,no,3,2,5,2,5,5,4.0,7.0,8.0,6.0,0.0,0.0,0.0,0.0
285,GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,3,3,2,1,3,3,2.0,14.0,13.0,12.0,0.0,8.0,9.0,8.0
286,GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0.0,12.0,12.0,13.0,0.0,8.0,12.0,12.0
287,GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,no,4,4,4,1,2,5,0.0,9.0,10.0,10.0,2.0,7.0,9.0,8.0
288,GP,F,18,U,LE3,A,2,1,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,3,4,1,3,5,2.0,12.0,12.0,13.0,0.0,0.0,0.0,0.0
289,GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,no,4,2,3,1,1,4,2.0,14.0,15.0,17.0,0.0,0.0,0.0,0.0
290,GP,F,19,U,GT3,T,2,2,services,services,home,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,3,1,1,5,0.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0
291,GP,M,18,U,LE3,T,2,1,services,other,course,mother,3,2,1,no,no,no,yes,no,yes,no,4,4,5,4,4,5,4.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0
292,GP,F,17,R,GT3,T,4,2,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,no,4,3,4,1,3,5,2.0,11.0,12.0,14.0,0.0,0.0,0.0,0.0
293,GP,F,18,U,LE3,T,1,1,other,at_home,home,mother,1,3,0,no,yes,no,no,yes,no,no,4,4,3,2,3,3,4.0,11.0,12.0,14.0,0.0,0.0,0.0,0.0
294,GP,F,18,R,GT3,T,2,2,other,other,home,mother,1,2,0,yes,no,no,no,yes,no,no,3,2,3,1,1,5,4.0,11.0,11.0,13.0,0.0,0.0,0.0,0.0
295,GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,1,1,1,1,4.0,11.0,13.0,14.0,12.0,11.0,11.0,11.0
296,GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,no,5,2,4,1,2,4,2.0,16.0,16.0,16.0,8.0,15.0,14.0,14.0
297,GP,M,17,R,GT3,T,2,2,other,services,other,mother,2,1,0,no,no,no,no,no,no,no,5,2,2,1,1,4,0.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0
298,GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,no,yes,yes,yes,yes,3,4,1,1,1,2,2.0,10.0,11.0,12.0,0.0,0.0,0.0,0.0
299,GP,F,20,R,GT3,T,2,1,other,other,course,other,2,2,0,no,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8.0,10.0,12.0,12.0,0.0,0.0,0.0,0.0
300,GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,no,no,yes,yes,yes,3,1,2,1,3,2,2.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0
301,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,2,1,1,3,2.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0
302,GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,yes,no,no,5,3,2,1,1,3,2.0,10.0,11.0,12.0,1.0,13.0,12.0,12.0
303,GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,yes,no,no,3,2,3,1,1,4,2.0,15.0,12.0,13.0,4.0,10.0,9.0,9.0
304,GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,3,1,1,3,0.0,11.0,12.0,13.0,0.0,0.0,0.0,0.0
305,GP,M,17,U,GT3,T,2,2,other,other,home,father,2,1,0,no,no,no,no,no,yes,no,4,4,4,2,3,4,8.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0
306,GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,4,2,5,3,4,1,6.0,15.0,16.0,16.0,0.0,0.0,0.0,0.0
307,GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,5,4,4,3,4,5,0.0,11.0,11.0,14.0,0.0,0.0,0.0,0.0
308,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,no,4,3,4,2,2,4,8.0,10.0,11.0,12.0,0.0,0.0,0.0,0.0
309,GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,5,4,5,1,3,5,4.0,10.0,12.0,14.0,0.0,0.0,0.0,0.0
310,GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,no,yes,yes,4,3,5,1,2,3,12.0,8.0,9.0,10.0,0.0,6.0,0.0,0.0
311,GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,0,no,yes,no,yes,yes,yes,no,4,3,5,3,3,5,16.0,11.0,12.0,12.0,0.0,0.0,0.0,0.0
312,GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,4,5,5,1,3,2,10.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0
313,GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,no,no,yes,no,no,4,4,3,1,1,3,2.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0
314,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,no,yes,yes,no,yes,3,5,2,2,2,1,2.0,16.0,17.0,18.0,0.0,0.0,0.0,0.0
315,GP,F,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,2,5,1,2,1,8.0,14.0,14.0,15.0,0.0,0.0,0.0,0.0
316,GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,4,3,3,1,1,1,6.0,15.0,16.0,16.0,0.0,0.0,0.0,0.0
317,GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,4,4,4,2,3,5,6.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0
318,GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,yes,yes,4,1,1,1,1,5,15.0,12.0,9.0,10.0,75.0,10.0,9.0,9.0
319,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,no,3,2,4,1,4,3,6.0,11.0,12.0,12.0,0.0,0.0,0.0,0.0
320,GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,2,4,4,1,1,4,2.0,14.0,12.0,13.0,15.0,9.0,8.0,8.0
321,GP,F,17,U,GT3,T,2,2,other,services,reputation,father,3,3,0,no,yes,no,no,yes,yes,yes,4,2,3,1,1,1,8.0,13.0,15.0,15.0,0.0,0.0,0.0,0.0
322,GP,F,19,R,GT3,T,3,2,services,services,reputation,father,1,2,1,yes,yes,no,no,no,yes,no,3,3,3,4,3,3,0.0,9.0,8.0,10.0,0.0,0.0,0.0,0.0
323,GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,no,yes,yes,yes,no,4,2,3,1,2,1,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0
324,GP,M,18,U,GT3,T,1,2,at_home,other,home,other,2,1,0,no,no,no,no,no,yes,no,3,4,4,2,4,4,10.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0
325,GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,4,5,4,2,4,5,22.0,11.0,11.0,10.0,0.0,0.0,0.0,0.0
326,GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,0,no,no,no,no,yes,yes,no,4,4,4,3,4,3,18.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0
327,GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,no,yes,yes,no,no,5,2,2,1,1,3,2.0,17.0,17.0,18.0,0.0,0.0,0.0,0.0
328,GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,no,5,4,4,1,1,4,0.0,12.0,13.0,13.0,4.0,8.0,9.0,10.0
329,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,5,4,5,1,2,5,12.0,12.0,12.0,14.0,4.0,10.0,9.0,11.0
330,GP,F,18,U,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,4,3,1,1,1,5,10.0,12.0,13.0,14.0,0.0,0.0,0.0,0.0
331,GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,no,no,yes,yes,no,4,3,3,1,2,4,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0
332,GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no,yes,no,no,yes,yes,no,4,3,3,1,2,2,0.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0
333,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,no,no,yes,yes,no,4,3,3,1,1,3,0.0,13.0,13.0,14.0,0.0,0.0,0.0,0.0
334,GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,no,4,2,4,1,3,2,0.0,14.0,15.0,15.0,0.0,0.0,0.0,0.0
335,GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,5,4,3,1,1,2,0.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0
336,GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,4,3,2,1,4,5,2.0,15.0,16.0,16.0,0.0,0.0,0.0,0.0
337,GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,yes,no,no,yes,yes,no,4,2,2,1,2,3,0.0,17.0,18.0,18.0,0.0,0.0,0.0,0.0
338,GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no,yes,no,no,yes,no,no,3,1,2,1,1,3,0.0,18.0,19.0,19.0,0.0,0.0,0.0,0.0
339,GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,no,5,4,2,1,1,4,0.0,14.0,15.0,15.0,0.0,0.0,0.0,0.0
340,GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,no,4,4,3,1,3,5,0.0,14.0,15.0,15.0,0.0,0.0,0.0,0.0
341,GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,no,yes,no,yes,yes,yes,no,2,3,4,2,3,2,2.0,14.0,13.0,13.0,0.0,0.0,0.0,0.0
342,GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,no,yes,no,no,yes,yes,yes,4,4,5,1,2,2,0.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0
343,GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no,yes,no,no,yes,yes,no,4,3,3,1,1,3,0.0,16.0,17.0,17.0,0.0,0.0,0.0,0.0
344,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,1,4,2,2,2,1,0.0,18.0,18.0,17.0,0.0,0.0,0.0,0.0
345,GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,4,2,4,1,1,4,0.0,14.0,15.0,15.0,0.0,0.0,0.0,0.0
346,GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,no,no,yes,yes,no,4,1,1,2,2,5,0.0,12.0,13.0,13.0,0.0,0.0,0.0,0.0
347,GP,F,17,R,GT3,T,4,4,services,services,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,no,5,3,4,1,1,5,0.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0
348,GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,no,no,yes,yes,no,4,3,3,1,1,3,0.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0
349,GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no,yes,no,yes,yes,yes,no,5,2,2,1,2,5,0.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0
350,GP,M,19,R,LE3,T,2,1,at_home,services,course,mother,2,3,1,no,no,no,yes,yes,yes,yes,4,3,1,1,1,5,0.0,9.0,10.0,11.0,0.0,0.0,0.0,0.0
351,GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,2,no,no,no,yes,yes,no,no,5,5,3,1,1,5,0.0,14.0,15.0,15.0,0.0,0.0,0.0,0.0
352,GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,0,no,no,no,yes,yes,no,yes,4,5,3,1,2,5,0.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0
353,GP,F,18,U,GT3,T,1,4,other,teacher,home,mother,1,2,0,yes,yes,no,no,yes,no,yes,3,4,4,1,2,5,2.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0
354,GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,5,3,3,1,2,1,2.0,12.0,12.0,15.0,0.0,0.0,0.0,0.0
355,GP,F,17,U,GT3,T,2,3,other,other,course,father,2,2,0,no,no,no,yes,yes,yes,yes,4,2,1,1,1,3,2.0,11.0,12.0,14.0,0.0,0.0,0.0,0.0
356,GP,F,17,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,no,4,4,4,1,1,5,2.0,15.0,16.0,17.0,0.0,0.0,0.0,0.0
357,GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,4,1,1,5,2.0,14.0,15.0,17.0,0.0,0.0,0.0,0.0
358,GP,F,18,U,LE3,T,4,3,health,services,course,mother,2,1,0,no,yes,no,no,yes,yes,no,3,2,4,1,4,1,8.0,12.0,12.0,15.0,0.0,0.0,0.0,0.0
359,GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,no,yes,no,yes,yes,yes,no,4,3,4,2,5,5,2.0,15.0,15.0,17.0,0.0,0.0,0.0,0.0
360,GP,F,18,U,GT3,T,3,3,at_home,other,course,father,1,2,0,no,yes,no,no,yes,yes,no,4,1,4,1,1,3,8.0,11.0,12.0,14.0,0.0,0.0,0.0,0.0
361,GP,M,19,U,GT3,T,4,2,health,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,5,4,4,1,1,1,9.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0
362,GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,4,4,4,3,3,5,0.0,12.0,11.0,13.0,0.0,0.0,0.0,0.0
363,GP,F,18,U,GT3,T,3,4,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,5,4,4,1,1,1,4.0,11.0,12.0,14.0,0.0,0.0,0.0,0.0
364,GP,F,17,U,GT3,T,4,4,health,health,course,mother,1,1,0,no,no,no,yes,yes,yes,no,5,3,4,1,2,5,2.0,14.0,15.0,17.0,0.0,0.0,0.0,0.0
365,GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,5,2,2,1,2,5,14.0,15.0,14.0,17.0,0.0,0.0,0.0,0.0
366,GP,F,17,U,LE3,A,3,3,services,other,home,mother,1,2,0,yes,yes,no,no,yes,yes,no,5,3,3,1,1,5,0.0,12.0,12.0,13.0,0.0,0.0,0.0,0.0
367,GP,F,17,U,LE3,T,2,1,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,no,4,2,3,2,2,2,2.0,11.0,12.0,14.0,0.0,0.0,0.0,0.0
368,GP,M,18,U,LE3,T,4,4,other,other,reputation,father,1,1,0,no,yes,no,no,yes,yes,no,4,2,5,3,4,5,2.0,8.0,9.0,11.0,0.0,0.0,0.0,0.0
369,GP,F,19,U,GT3,T,1,1,other,other,course,other,3,3,0,no,no,no,yes,no,no,yes,1,5,5,4,3,5,12.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0
370,GP,F,19,U,LE3,A,1,1,other,other,course,other,3,2,2,no,yes,no,no,yes,yes,yes,5,3,4,1,1,4,2.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0
371,GP,F,18,U,GT3,T,2,2,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,4,3,5,2,4,5,2.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0
372,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,no,yes,4,2,2,1,1,3,4.0,14.0,13.0,13.0,12.0,11.0,9.0,9.0
373,GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,no,3,3,2,2,2,3,0.0,11.0,11.0,10.0,0.0,0.0,0.0,0.0
374,GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,no,yes,yes,no,3,4,3,2,3,5,0.0,17.0,18.0,17.0,1.0,12.0,14.0,15.0
375,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,no,3,3,3,2,3,2,0.0,14.0,14.0,15.0,0.0,16.0,15.0,15.0
376,GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,3,0,no,no,no,yes,yes,yes,no,4,5,5,1,2,2,0.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0
377,GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,no,4,3,3,2,2,3,0.0,13.0,14.0,13.0,3.0,9.0,12.0,11.0
378,GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,4,3,5,3,5,5,0.0,17.0,18.0,17.0,3.0,14.0,15.0,16.0
379,GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,no,4,4,5,5,5,4,2.0,11.0,10.0,10.0,8.0,11.0,10.0,10.0
380,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,no,5,4,4,1,3,4,0.0,13.0,12.0,13.0,0.0,0.0,0.0,0.0
381,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4.0,15.0,14.0,15.0,0.0,0.0,0.0,0.0
382,GP,F,17,U,GT3,T,3,3,at_home,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,4,2,5,2,5,5,2.0,11.0,12.0,11.0,0.0,0.0,0.0,0.0
383,GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,no,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0
384,GP,M,19,R,GT3,T,3,2,at_home,services,home,other,1,1,0,no,yes,no,no,yes,no,yes,5,3,4,2,2,5,0.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0
385,GP,F,18,U,GT3,T,2,2,at_home,other,course,mother,4,2,0,no,no,no,yes,yes,no,yes,4,2,5,1,1,2,2.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0
386,GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,4,4,3,1,1,5,0.0,15.0,15.0,15.0,7.0,12.0,14.0,14.0
387,GP,M,18,U,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,5,4,2,1,2,5,6.0,15.0,14.0,15.0,0.0,0.0,0.0,0.0
388,GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,no,5,3,4,1,1,4,8.0,10.0,11.0,12.0,0.0,7.0,0.0,0.0
389,GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,no,no,no,yes,yes,yes,yes,4,3,3,1,1,2,0.0,10.0,9.0,12.0,0.0,8.0,8.0,0.0
390,GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,no,no,4,4,4,1,1,4,6.0,14.0,13.0,14.0,0.0,10.0,9.0,0.0
391,GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,no,4,4,5,1,3,5,8.0,11.0,13.0,14.0,16.0,16.0,15.0,15.0
392,GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,3,2,2,3,2,0.0,12.0,13.0,15.0,0.0,0.0,0.0,0.0
393,GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,no,5,3,3,1,1,1,4.0,14.0,14.0,15.0,7.0,16.0,15.0,17.0
394,GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,3,2,3,2,0.0,14.0,14.0,16.0,0.0,0.0,0.0,0.0
395,GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,0,no,yes,no,yes,yes,yes,no,4,3,3,2,2,2,0.0,12.0,12.0,13.0,0.0,0.0,0.0,0.0
396,GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,4,3,3,1,3,5,6.0,16.0,16.0,17.0,11.0,16.0,15.0,15.0
397,GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,0,no,yes,no,no,yes,yes,yes,3,3,1,1,2,4,18.0,10.0,12.0,14.0,0.0,0.0,0.0,0.0
398,GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,no,4,3,3,1,2,3,0.0,11.0,12.0,14.0,4.0,11.0,10.0,10.0
399,GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,5,4,3,2,3,1,4.0,14.0,16.0,17.0,7.0,13.0,13.0,14.0
400,GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,5,3,2,1,2,4,4.0,15.0,14.0,17.0,9.0,16.0,15.0,16.0
401,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,5,4,5,2,3,5,0.0,14.0,13.0,14.0,0.0,0.0,0.0,0.0
402,GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,4,3,1,3,4,0.0,11.0,12.0,13.0,0.0,0.0,0.0,0.0
403,GP,F,17,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,4,3,4,2,2,1,10.0,12.0,15.0,15.0,0.0,0.0,0.0,0.0
404,GP,F,17,U,GT3,T,2,1,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,3,5,2,4,4,4.0,12.0,16.0,16.0,0.0,0.0,0.0,0.0
405,GP,F,19,U,LE3,A,2,3,at_home,other,home,other,2,1,1,no,no,no,no,no,yes,no,2,2,3,3,4,5,16.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0
406,GP,F,17,U,GT3,T,3,1,other,at_home,home,mother,1,1,1,no,yes,yes,no,yes,yes,yes,4,1,2,1,1,3,6.0,10.0,13.0,13.0,0.0,0.0,0.0,0.0
407,GP,F,21,U,LE3,T,4,4,other,other,reputation,other,1,3,2,no,no,yes,yes,yes,yes,no,3,3,2,1,1,5,0.0,9.0,12.0,12.0,0.0,0.0,0.0,0.0
408,GP,M,18,U,LE3,T,2,2,services,services,reputation,mother,1,2,0,no,yes,no,yes,no,yes,no,4,4,4,1,3,3,11.0,9.0,11.0,12.0,0.0,0.0,0.0,0.0
409,GP,M,18,U,LE3,A,3,4,other,other,reputation,other,1,2,0,no,no,no,yes,yes,yes,yes,4,3,5,1,4,2,9.0,13.0,14.0,15.0,0.0,0.0,0.0,0.0
410,GP,F,17,U,GT3,T,2,2,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,3,4,1,3,4,0.0,13.0,17.0,17.0,0.0,0.0,0.0,0.0
411,GP,M,17,U,LE3,A,4,4,health,other,reputation,mother,1,3,0,no,yes,no,no,yes,yes,no,4,4,2,1,2,4,2.0,12.0,15.0,15.0,0.0,0.0,0.0,0.0
412,GP,F,18,U,LE3,T,4,2,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,2,2,1,1,3,0.0,14.0,17.0,17.0,0.0,0.0,0.0,0.0
413,GP,M,21,R,LE3,T,1,1,at_home,other,course,other,2,2,2,no,yes,no,yes,no,yes,yes,5,3,3,5,2,4,21.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0
414,GP,F,20,R,GT3,T,1,1,other,other,reputation,other,2,3,0,no,no,no,no,yes,yes,yes,3,2,2,1,3,3,8.0,11.0,15.0,15.0,0.0,0.0,0.0,0.0
415,GP,F,19,U,GT3,T,4,4,teacher,other,home,other,1,1,1,no,yes,no,no,yes,yes,yes,3,2,5,4,4,5,5.0,9.0,10.0,11.0,0.0,0.0,0.0,0.0
416,GP,M,17,U,LE3,A,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,4,4,4,1,2,5,10.0,16.0,18.0,18.0,0.0,0.0,0.0,0.0
417,GP,F,18,U,GT3,T,3,2,at_home,other,reputation,father,1,3,0,no,yes,no,no,yes,yes,yes,4,3,4,1,2,2,5.0,14.0,17.0,17.0,0.0,0.0,0.0,0.0
